brand,years,mileage,transmission,price
RAM,2013,160736,Automatic,28999
Mitsubishi,2015,64046,Manual,20998
Acura,2018,23096,Automatic,16798
BMW,2019,11894,Automatic,35990
Dodge,2019,30656,Automatic,15799
Volvo,2018,39625,Automatic,35777
Alfa,2018,28623,Automatic,24273
Chevrolet,2018,29194,Automatic,9990
Chrysler,2016,82728,Automatic,10990
Volkswagen,2015,55195,Automatic,13652
BMW,2015,36836,Automatic,12999
Toyota,2014,169024,CVT,6995
Buick,2014,156429,Automatic,14999
Honda,2016,40869,Automatic,15900
Nissan,2017,5413,CVT,17500
Lincoln,2018,12769,Automatic,22299
Honda,2019,22537,Automatic,26379
Cadillac,2016,88213,Automatic,27488
Maserati,2015,2967,Automatic,39998
Volvo,2019,18315,Automatic,39250
INFINITI,2017,50061,Automatic,21998
INFINITI,2017,36706,Automatic,17998
Mitsubishi,2009,139109,Automatic,7500
Lexus,2015,58334,Automatic,19459
Hyundai,2012,161277,Automatic,11949
INFINITI,2015,42914,Automatic,15995
Audi,2017,50201,Automatic,21995
Subaru,2014,86516,Manual,13791
Lexus,2019,17018,CVT,47616
Hyundai,2013,96281,Automatic,6888
Porsche,2016,54519,Automatic,35995
BMW,2017,27649,Automatic,27999
Ford,2002,399074,Automatic,2998
Dodge,2007,181297,Automatic,6999
Hyundai,2017,19924,Automatic,18971
Buick,2014,92806,Automatic,10955
Jaguar,2019,12885,Automatic,48900
Land,2018,42034,Automatic,38900
Lincoln,2002,318582,Automatic,6995
Subaru,2019,44328,CVT,15950
Audi,2017,37783,Automatic,30688
Hummer,2009,208827,Automatic,19297
Mitsubishi,1995,169909,Automatic,20950
INFINITI,2007,104011,Automatic,9995
Dodge,2005,22879,Automatic,3493
Cadillac,1977,111964,Automatic,8995
Hyundai,2006,165212,Automatic,3295
BMW,2009,175196,Automatic,8500
Volvo,2012,12905,Automatic,12990
Kia,2015,96062,Automatic,19990
Volkswagen,2013,71467,Automatic,7986
Honda,2016,37141,CVT,8795
Hyundai,2014,106194,Automatic,8700
Kia,2015,75623,Automatic,8900
INFINITI,2018,3549,CVT,22995
INFINITI,2012,264209,Automatic,9592
Jaguar,2009,106786,Automatic,11500
Honda,2013,192636,Automatic,8900
Chrysler,2005,119401,Automatic,8400
Chrysler,2015,83483,Automatic,13523
Kia,2018,7535,Automatic,31995
Subaru,2019,526,CVT,26995
Volkswagen,2018,33184,Automatic,22450
Lincoln,2005,27314,Automatic,13998
Subaru,2005,1318,Manual,9590
Mazda,2017,12581,Automatic,13995
Toyota,2010,185159,Automatic,2999
Nissan,2014,63612,CVT,15399
Land,2005,213979,Automatic,3999
Volkswagen,2013,151246,Automatic,5990
Dodge,2005,149637,Automatic,5995
Ford,2005,21518,Automatic,9995
Chevrolet,2017,9897,Automatic,28000
Ford,2018,9603,Automatic,9500
Cadillac,2019,1153653,Automatic,25500
Tesla,2020,20917,Automatic,33900
Kia,2018,11599,Automatic,9995
Lexus,2013,111122,Automatic,19991
Scion,2016,39742,Manual,15999
Buick,2019,2639,Automatic,19990
Mercedes-Benz,2016,3631,Automatic,64995
Lincoln,2017,30431,Automatic,17490
Aston,2011,679,Automatic,44888
Bentley,2014,65695,Automatic,79800
Porsche,1983,193321,Manual,9800
BMW,2016,7979,Automatic,55555
Cadillac,2006,121631,Automatic,5400
INFINITI,2010,11324,Automatic,21988
Land,1989,112176,Manual,21900
Subaru,2006,196098,Automatic,6995
Dodge,2018,82815,Automatic,20900
RAM,2018,64305,Automatic,20000
Ford,2018,60624,Automatic,20478
Chevrolet,2019,4373,Automatic,22971
Toyota,2011,134044,Automatic,10695
Hyundai,2019,13765,Automatic,20989
Dodge,2005,103584,Automatic,4798
INFINITI,2003,146538,Automatic,8495
Lincoln,2019,25955,Automatic,30000
Jeep,2016,92937,Automatic,9450
Mercedes-Benz,2018,9815,Automatic,45998
Toyota,2011,88215,CVT,10950
Nissan,2019,8045,CVT,16950
Volkswagen,2016,64265,Automatic,10500
Chevrolet,2017,38199,Automatic,11995
Kia,2016,46251,Automatic,8995
Volvo,2018,44103,Automatic,36199
Chrysler,2016,89496,Automatic,12795
Buick,2014,80946,Automatic,11998
INFINITI,2018,1101,Automatic,24988
Cadillac,2017,37086,Automatic,25988
Mazda,2017,26965,Automatic,12989
Mercedes-Benz,2009,122969,Automanual,11000
Kia,2017,43467,Automatic,8490
Nissan,2015,131573,CVT,8999
Ford,2014,16123,Automatic,4995
Toyota,2015,81618,Automatic,15710
Audi,2016,42832,Automatic,16000
RAM,2019,1264,Automatic,38919
Mazda,2012,55475,Manual,12999
Nissan,2017,37731,Automatic,26739
Hyundai,2017,32771,Automatic,11998
Chevrolet,2008,191997,Automatic,16500
Chevrolet,2018,26341,Automatic,25799
Toyota,2017,59308,Automatic,19989
Honda,2018,31533,Automatic,25299
Acura,2017,41308,Automatic,27289
Mazda,2019,48943,Automatic,20498
Honda,2016,36519,CVT,12991
Audi,2014,121676,Automatic,16995
Lamborghini,2020,54706,Automatic,265500
Lamborghini,2020,5049,Automatic,238900
Volkswagen,2013,122495,Automanual,5995
Mercedes-Benz,2017,58022,Automatic,25991
BMW,2014,74825,Other/Unknown,38480
Hyundai,2012,157952,Automatic,2999
Lincoln,2016,122281,Automatic,14599
Jaguar,2011,138456,Automatic,15799
Hyundai,2018,32967,Automatic,13995
Hyundai,2020,40225,Automatic,33980
Nissan,2016,92059,CVT,9900
BMW,2018,62545,Automatic,42188
BMW,2017,4845,Automatic,27500
Kia,2020,395,Automatic,47500
Kia,2015,125169,Automatic,8999
Chevrolet,2003,113364,Automatic,14799
Jaguar,2015,67607,Automatic,35800
Nissan,2013,25293,CVT,3934
Dodge,2016,66053,Automatic,12800
Chevrolet,2015,74859,Automatic,9990
Chevrolet,2015,53861,Automatic,7998
Honda,2015,108953,CVT,9997
Nissan,2017,67779,CVT,14333
Audi,2007,12741,Manual,24995
Ford,2013,129901,Automatic,11995
Chrysler,2012,70796,Automatic,9500
Chrysler,2002,246177,Automatic,38500
Audi,2016,45766,Automatic,22990
Volvo,2012,124487,Automatic,11700
Ford,2010,90056,Automatic,14995
Aston,2011,10885,Automatic,58000
Nissan,2017,40803,CVT,10995
Volkswagen,2019,8206,Automatic,30000
Acura,2018,32548,Automatic,29800
Bentley,2005,118377,Automatic,29899
Kia,2020,31741,Automatic,33000
Jeep,2012,98471,Automatic,8995
Mercury,2009,123866,Automatic,7998
Toyota,2007,196969,Other/Unknown,4500
Buick,2004,115594,Automatic,3988
Lexus,2019,10816,CVT,29649
Kia,2014,37281,Automatic,12995
INFINITI,2019,27578,CVT,25495
Maserati,2016,549,Automatic,46900
BMW,2020,14816,Automatic,65798
Nissan,2015,121228,CVT,4995
Nissan,2011,146479,CVT,4999
Buick,2020,252613,Automatic,25531
Cadillac,2019,5421,Automatic,34900
Cadillac,2005,143201,Automatic,4499
Mitsubishi,2012,210522,Automatic,4900
FIAT,2015,60043,Manual,6950
Bentley,2005,103945,Automatic,35880
Volvo,2019,24433,Automatic,39190
Ford,2016,112599,Automatic,16995
Subaru,2015,53531,Manual,15499
BMW,2018,15063,Automatic,39899
Alfa,2018,13641,Automatic,28097
Ford,2017,26738,Manual,27855
Hyundai,2008,156995,Automatic,5223
Volkswagen,2018,2719,Automatic,26389
Hyundai,2017,21932,Automatic,11994
Chrysler,2017,34108,Automatic,18833
Ford,2014,162509,Automatic,16950
Jeep,2016,78841,Automatic,16450
Toyota,2018,14188,Automatic,24495
BMW,2016,39816,Automatic,28998
Dodge,2016,119689,Manual,5995
Jeep,2017,90595,Automatic,7995
Ford,2014,79718,Automatic,13491
Kia,2020,15905,Automatic,34570
GMC,2017,51263,Automatic,15950
Honda,2019,5508,CVT,16799
Ford,2017,77039,Automatic,9899
Ford,2015,56262,Automatic,22700
Cadillac,2017,2526,Automatic,29488
Honda,2015,94024,Automatic,14800
Nissan,2018,52695,CVT,14500
Volvo,2016,60603,Automatic,38677
Jeep,2019,21963,Automatic,25863
Nissan,2017,47866,CVT,11199
Subaru,2019,776,CVT,16500
Audi,2016,54706,Automatic,15000
Subaru,2019,3396,CVT,16999
GMC,2018,10644,Automatic,24200
Honda,2018,65057,Automatic,25795
Buick,2019,8188,Automatic,24389
smart,2013,31697,Automatic,6990
Maserati,2015,77414,Automatic,21999
Jeep,2017,44122,CVT,13000
Chrysler,2005,146165,Automatic,3988
Lincoln,2019,2151,Automatic,23799
Dodge,2019,45416,Automatic,15499
Ford,2003,152401,Automatic,5994
Hyundai,2016,86141,Automatic,7995
Subaru,2017,6346,CVT,12991
Ford,2016,77905,Automatic,15491
MINI,2006,177112,Automatic,3995
BMW,2016,38159,Automatic,18898
Kia,2016,76427,Automatic,5995
Mazda,2015,67498,Automatic,1499
Audi,2016,60654,Automatic,23499
Chevrolet,2004,168367,Automatic,5000
Lexus,2007,68745,Automatic,16700
Mazda,2004,125301,Manual,3999
Ford,2019,39388,Automatic,19995
Volvo,2019,23009,Automatic,35999
Nissan,2017,8552,Automatic,28999
Chevrolet,2019,785192,Automatic,32496
Nissan,2016,70186,CVT,8499
Nissan,2016,47147,Automatic,5900
Honda,2013,287589,Automatic,7360
Toyota,2019,11739,Automatic,23948
Chrysler,2016,94931,Automatic,12500
Hummer,2003,227673,Automatic,9950
Ford,2017,69127,Automatic,9999
Jaguar,2004,158652,Automatic,6950
Honda,2001,128018,Manual,12888
Jeep,2016,29195,Automatic,7990
MINI,2014,81092,Automatic,7995
Ford,2018,43459,Automatic,9950
Pontiac,2007,21783,Automatic,6785
Volkswagen,2001,9832,Automatic,3999
Hyundai,2015,165508,Automatic,7995
Jeep,2011,93322,Automatic,5300
Chevrolet,2017,57924,Automatic,12600
Chrysler,2008,127338,Automatic,4999
Chevrolet,2002,121787,Automatic,3990
Honda,2013,134779,Automatic,13975
Audi,2018,30426,Automatic,54995
Jaguar,2018,49118,Automatic,13999
INFINITI,2018,29602,Automatic,19900
Maserati,2009,76059,Automatic,19900
Hyundai,2016,50569,Automatic,9999
Pontiac,2002,117359,Automatic,2995
Cadillac,2010,121283,Automatic,7000
Toyota,2017,69882,Automatic,9590
Ford,2016,57319,Automatic,12950
Subaru,2003,142187,Automatic,8350
Hyundai,2016,70714,Automatic,7877
Nissan,2018,11532,CVT,10699
Mercedes-Benz,2019,4006,Automatic,66995
Cadillac,2016,66539,Manual,35995
Subaru,2019,23921,CVT,25697
Audi,2017,48975,Automatic,41780
Cadillac,2006,20933,Automatic,16000
Ford,2017,8129,Automatic,44962
Lincoln,2009,101037,Automatic,7995
Bentley,2009,72872,Automatic,37995
Lincoln,2017,3218,Automatic,19995
Chevrolet,2018,56756,Automatic,13500
Chevrolet,2018,37578,Automatic,9950
Buick,2018,25633,Automatic,25211
Porsche,1984,84493,Manual,8985
Kia,2019,2496,Automatic,28994
Chevrolet,2007,171386,Automatic,7999
Kia,2018,5687,Automatic,26785
GMC,2014,127547,Automatic,9990
Fisker,2012,28373,Automatic,32888
Honda,1998,147212,Automatic,5950
Mazda,1993,150158,Manual,29888
Chevrolet,2001,80284,Automatic,5999
Ford,2005,181817,Automatic,3995
Dodge,2011,201083,Automatic,4495
Buick,2018,10735,Automatic,17999
Ford,2004,664,Automatic,15098
Cadillac,2018,11549,Automatic,30968
Saturn,2007,49734,Automatic,11690
Nissan,2005,68704,Automanual,9499
Hyundai,2017,33116,Automatic,14998
Ford,2018,17973,Manual,14995
Lincoln,2007,198301,Automatic,11999
Chevrolet,2015,74859,Automatic,9990
Subaru,2019,1345124,CVT,29999
Nissan,2019,5496,CVT,13299
Nissan,2019,4166,CVT,24479
Toyota,2016,42437,Automatic,19900
Hyundai,2015,61758,Automatic,14490
Chevrolet,2018,19086,Automatic,24199
Toyota,2018,16769,CVT,18500
Land,2016,83747,Automatic,26699
Mazda,2017,18061,Automatic,24499
Subaru,2018,9734,CVT,15700
Acura,2018,26595,Automatic,20699
Mercury,2003,12379,Automatic,5999
Mazda,2004,122558,Manual,4988
BMW,2016,29897,Automatic,58998
Honda,2017,21302,Automatic,17998
Cadillac,2014,5365,Automatic,16999
Cadillac,2005,33163,Automatic,20990
Ford,2005,171917,Automatic,14151
Toyota,2017,65684,Automatic,26489
Mazda,2018,34803,Automatic,13959
Nissan,2018,9511,CVT,14279
Ford,2002,129698,Automatic,15488
Ford,2011,104168,Automatic,11000
Ford,2005,153346,Automatic,13998
Lincoln,2004,223126,Automatic,3995
Scion,2014,104538,Automatic,9995
Chevrolet,2017,78326,Automatic,7995
Mitsubishi,2015,148456,Automatic,6991
Chrysler,2005,92678,Automatic,8900
Lamborghini,2020,88495,Automatic,259790
Scion,2009,244536,Other/Unknown,1825
FIAT,2018,1126,Automatic,17993
Porsche,2018,21863,Automatic,49298
Chevrolet,2014,118982,Automatic,9299
Audi,2013,56077,Automatic,15495
Hyundai,2014,88287,Automatic,7999
BMW,2011,118007,Automatic,13500
Audi,2018,1601,Automatic,44788
Ford,2004,213609,Automatic,5950
Chevrolet,2016,66291,Automatic,8495
Nissan,2014,121227,CVT,6925
Mercury,2008,88022,Automatic,6325
Saab,2007,232652,Automatic,3995
Maserati,2017,80337,Automatic,37988
Kia,2014,4884,Automatic,7995
Scion,2013,100403,Automatic,5995
Chevrolet,2007,160812,Automatic,10995
Hummer,2003,265485,Automatic,8975
Lincoln,2005,144636,Automatic,5495
Volkswagen,2005,83625,Automatic,7497
Nissan,2015,34344,CVT,11995
Volvo,2018,76744,Automatic,22495
Hyundai,2003,117801,Manual,1995
Chrysler,2009,191197,Automatic,6995
Mercedes-Benz,2016,26299,Automatic,79995
BMW,1997,56798,Manual,8900
Toyota,2018,18188,Automatic,17995
Jaguar,2007,11578,Automatic,14990
BMW,2010,86225,Other/Unknown,9229
Jeep,2006,128236,Automatic,7900
Nissan,2015,180654,Automatic,14795
RAM,2014,158709,Automatic,14942
Chevrolet,2018,41845,Automatic,36900
Hyundai,2016,53478,Automatic,11995
Pontiac,2008,103455,Other/Unknown,8991
Volkswagen,2018,14862,Automatic,20995
Chrysler,2007,19331,Manual,14488
Ford,2017,100027,Manual,12995
Honda,2014,40717,CVT,11900
Acura,2006,195056,Automatic,3995
Nissan,2009,140773,CVT,4995
BMW,2012,133969,Automatic,15499
Dodge,2019,102976,Automatic,17500
Rolls-Royce,2018,3397,Automatic,495895
Lincoln,2010,118575,Automatic,10480
Dodge,2018,17434,Automatic,15950
Ford,2013,113378,Automatic,7995
Ford,2016,89322,Automatic,9990
Mitsubishi,1995,106759,Automatic,19995
Volvo,2009,86825,Automatic,7495
BMW,2010,159217,Automatic,14950
Chevrolet,2016,60112,Automatic,23390
Ford,2019,97742,Automatic,14997
smart,2015,3896,Automatic,8990
Nissan,2015,105906,CVT,6950
Dodge,2013,146269,Automatic,6500
Honda,2015,7772,Manual,10347
Cadillac,2008,9165,Automatic,8524
Chrysler,2018,4254,Automatic,18951
GMC,2018,40539,Automatic,23899
Ford,2017,63874,Automatic,9995
Toyota,2017,273,CVT,11995
Acura,2016,45277,Automatic,14495
Hyundai,2012,203843,Manual,5700
Toyota,2018,15625,Automatic,16500
Honda,2012,77232,Automatic,14995
Ford,2004,197941,Automatic,17777
Hyundai,2012,120675,Automatic,7995
Ford,2018,24075,Automatic,11999
INFINITI,2017,33976,CVT,20599
Honda,2018,29784,Automatic,21999
Buick,2019,2413,Automatic,13900
Chrysler,2009,188906,Automatic,5477
Lamborghini,2019,19944,Automatic,218500
Chevrolet,2019,8689,Automatic,18490
Kia,2015,50001,Automatic,14990
Hyundai,2017,51506,Automatic,14075
Hyundai,2017,26584,Automatic,11500
Kia,2018,16331,Manual,10199
Chevrolet,2018,7247,Automatic,14199
Toyota,2016,36161,CVT,15999
Honda,2018,17765,Automatic,25595
Chevrolet,2016,97673,Automatic,12895
Lamborghini,2019,18783,Automatic,217500
Kia,2013,84801,Automatic,10999
Audi,2017,30196,Automatic,30990
Ford,2019,127111,Manual,67995
Dodge,2017,36388,Automatic,20789
Hyundai,2012,104765,Automatic,12269
Honda,2017,32666,Automatic,26999
Honda,2017,81874,CVT,13995
Chevrolet,2003,65076,Automatic,20000
smart,2012,125502,Automatic,3900
Porsche,2017,67313,Automatic,44880
Mercedes-Benz,2017,48243,Automatic,62500
BMW,2012,119724,Automatic,23000
Nissan,2004,79884,Automatic,8988
Lincoln,2019,19363,Automatic,33999
Ford,2015,12914,Automatic,13890
Nissan,2019,6611,CVT,25800
Dodge,2017,116377,Automatic,10900
Hyundai,2016,67449,Automatic,13899
INFINITI,2006,200871,Automatic,4995
Bentley,2017,36719,Automatic,138999
Subaru,2012,35398,CVT,6500
Ford,2018,62735,Automatic,10950
Kia,2014,135022,Automatic,5950
Lexus,2014,60503,Automatic,14995
Chrysler,2006,92418,Automatic,4986
Mercury,2010,169828,Automatic,7499
BMW,2016,40935,Automatic,65999
Saab,2011,12264,Automatic,9997
Chevrolet,2010,121927,Automatic,5995
Lincoln,2018,70492,Automatic,20947
Kia,2013,89858,Automatic,6999
Jaguar,2011,130603,Automatic,13980
Jaguar,2009,11622,Automatic,14900
Mercedes-Benz,2006,153851,Automatic,6990
Jaguar,2008,1391,Automatic,13442
Dodge,2013,218036,Automatic,5390
INFINITI,2010,194592,Automatic,15495
Hummer,2003,79723,Automatic,84500
Nissan,2017,87007,CVT,7950
Chrysler,2016,92722,Automatic,10950
Hyundai,2015,125304,Automatic,7799
Nissan,2015,88299,CVT,7995
Toyota,2004,133719,Automatic,NotPriced
BMW,2016,83411,Automatic,12931
Saturn,2005,197907,Manual,1900
BMW,2010,12872,Automatic,8995
Lamborghini,2019,407077,Automatic,554900
Cadillac,2017,17699,Automatic,14500
Volkswagen,2019,25744,Manual,16500
Lexus,2005,300207,Automatic,3995
BMW,2013,78276,Automatic,37777
Buick,2015,39897,Automatic,8950
Mercedes-Benz,2012,66979,Automatic,14400
RAM,2019,33591,Automatic,41999
Subaru,2020,3263,CVT,19700
Ford,2013,6255,Automatic,13795
Lincoln,2015,72994,Automatic,16995
Saturn,2009,85151,Automatic,10210
Hyundai,2014,30011,Automatic,9995
Hyundai,2018,24674,Automatic,14374
Chevrolet,2015,4827,Other/Unknown,9900
Lincoln,2019,35366,Automatic,35526
Kia,2013,146816,Automatic,8995
Nissan,2018,25963,CVT,10888
Buick,2019,7123,Automatic,23475
Cadillac,2008,141153,Automatic,5898
Scion,2013,6497,Manual,10990
BMW,2020,7543,Automatic,66945
Ford,2014,16915,Automatic,8950
Chrysler,2017,94244,Automatic,17903
Nissan,2005,190341,Automatic,4377
Kia,2013,138755,Automatic,10295
BMW,2013,104326,Automatic,9995
Buick,2017,67399,Automatic,11995
Nissan,2015,93322,Automatic,20450
Nissan,2019,24135,CVT,13950
Volkswagen,2019,3768,Automatic,18499
Mazda,2014,86263,Automatic,5995
Honda,2017,2126,CVT,11995
BMW,2018,24788,Automatic,52927
Hummer,2007,168914,Automatic,19827
Hyundai,2019,11726,Automatic,19199
Toyota,2009,169227,Automatic,7995
Dodge,2016,69649,Automatic,12990
Mercedes-Benz,2017,11738,Automatic,37987
Chevrolet,2017,41095,Automatic,14988
GMC,2017,34331,Automatic,21199
Honda,2017,56066,Automatic,17500
Mazda,2018,9413,Automatic,17977
Lincoln,2018,11631,Automatic,15900
Chevrolet,2017,20085,Automatic,9500
FIAT,2018,353,Manual,14575
Subaru,2019,24122,CVT,27000
Honda,2019,3395,CVT,18499
Ford,2005,221574,Automatic,10199
GMC,2017,61948,Automatic,38000
INFINITI,2018,21569,Automatic,25000
Chevrolet,2017,73974,Automatic,9977
Mazda,2019,1518896,Automatic,30895
Hyundai,2015,61029,Automatic,16852
Dodge,2019,2325,Automatic,29499
BMW,2009,106289,Automatic,13950
Nissan,2019,20872,CVT,9799
Chevrolet,2019,13602,Automatic,35999
Acura,2015,87306,Automatic,13995
Acura,2019,6273,Automatic,24899
BMW,2016,48173,Automatic,54872
Lexus,2018,13154,Automatic,68593
BMW,2016,36489,Automatic,29995
Hyundai,2013,156025,Automatic,9995
Mercedes-Benz,2008,113837,Automatic,12999
Lexus,2018,22928,Automatic,54695
Buick,2015,128556,Automatic,8995
Chevrolet,2017,32008,Automatic,7995
Nissan,2014,97031,Automatic,3500
BMW,2019,679,Automatic,66990
GMC,2016,46042,Automatic,13477
Mercedes-Benz,2010,161397,Automatic,7490
Volvo,2006,186654,Automatic,4598
Ford,2011,18628,Automatic,1999
INFINITI,2009,168984,Automatic,2999
Chevrolet,2013,104234,Automatic,2999
Volkswagen,2011,127803,Automatic,4999
Lincoln,2020,4882,Automatic,46500
Ford,2008,67509,Automatic,9000
Honda,2017,3316,CVT,13995
Lexus,2014,96817,Automatic,23999
Chevrolet,2016,798,Automatic,9500
Honda,2012,85277,Automatic,5999
Cadillac,2006,100875,Automatic,17995
Ford,2017,2266,Manual,38899
BMW,2016,17152,Automatic,69995
Nissan,1994,146129,Automatic,5999
Buick,2010,71842,Automatic,8689
Dodge,2007,176221,Automatic,12500
Saturn,2008,45696,Automatic,11999
Mercury,2003,253446,Automatic,9980
Jeep,2016,107838,Automatic,9491
Scion,2012,68839,Automatic,8791
Buick,2017,29742,Automatic,16777
Lincoln,2017,29194,CVT,19795
Mercedes-Benz,2016,4119,Automatic,78997
Mazda,2009,131566,Manual,10950
Hyundai,2014,154532,Automatic,13980
FIAT,2015,52626,Automatic,7500
Nissan,2011,99433,CVT,12995
Ford,2008,113389,Automatic,4985
Hyundai,2013,92283,Automatic,14750
Audi,2018,1866,Automatic,49450
Chevrolet,2016,3254,CVT,6999
Nissan,1996,299528,Automatic,6995
Mercedes-Benz,2006,18109,Automatic,6500
Lamborghini,2020,131938,Automatic,239900
Dodge,2006,72114,Automatic,17995
INFINITI,2016,5558,Automatic,16000
Buick,2009,57055,Automatic,8490
Chevrolet,2008,128343,Automatic,16980
Toyota,2018,50439,CVT,14995
Volkswagen,2002,229192,Automatic,5900
Mercedes-Benz,2016,7567,Automatic,68800
Mercedes-Benz,2008,226082,Automatic,3995
Mazda,2001,1883,Automatic,1900
GMC,2006,182705,Automatic,3995
Land,2006,190843,Automatic,4250
Buick,2018,3282,Automatic,18000
Honda,2018,17813,Manual,28495
Mitsubishi,2015,327,CVT,8500
Hyundai,2019,22806,Automatic,24922
Hummer,2003,140322,Automatic,16775
Kia,2012,165809,Manual,5980
Volkswagen,2006,170417,Automatic,7777
Lamborghini,2019,944483,Automatic,235887
Maserati,2017,35401,Automatic,37500
Chevrolet,2014,120308,Automatic,7999
Acura,2017,379,Automatic,35995
Mercedes-Benz,2017,54616,Automatic,35998
Buick,1995,65969,Automatic,13900
Chrysler,2005,127714,Manual,6880
Cadillac,2019,11168,Automatic,27049
Ford,2006,65358,Other/Unknown,9900
Genesis,2018,38053,Automatic,24993
Chrysler,2005,108854,Automatic,5705
Nissan,1990,160746,Automatic,5995
Ford,2016,35161,Manual,25495
Ford,2017,7528,Automatic,49777
Volkswagen,2017,11905,Manual,15995
Pontiac,2006,102492,Automatic,9953
Nissan,2019,13651,CVT,12995
Kia,2020,357198,Automatic,36500
Chrysler,2015,67084,Automatic,7999
Lincoln,2018,1665,Automatic,28988
Nissan,2019,8153,CVT,12899
Jaguar,2016,5845,Automatic,28998
Kia,2020,25063,Automatic,35220
Hyundai,2013,119566,Automatic,9999
Nissan,2016,41429,Automatic,29977
Hyundai,2014,35728,Automatic,9900
Chevrolet,2019,26553,Automatic,9990
Chevrolet,2019,4949,Automatic,15990
Nissan,2019,2122,CVT,11990
Lincoln,2004,123893,Automatic,3988
Toyota,2019,1832,Automatic,20992
Kia,2020,2237,Automatic,27389
Porsche,2013,76724,Automatic,23800
BMW,2000,93322,Manual,6500
Nissan,2018,42552,CVT,12992
BMW,2000,183259,Automatic,5495
Toyota,2006,830,Automatic,7999
Mercedes-Benz,2008,124746,Automatic,15981
Nissan,2015,93661,Automatic,23450
Ford,2009,125764,Automatic,14999
Ford,2018,29219,Automatic,37992
GMC,2017,45412,Automatic,10995
Chevrolet,2015,3105,Automatic,8990
Honda,2002,33923,Manual,16999
Lincoln,2006,107935,Automatic,5994
Ford,2015,67147,Automatic,6300
Mercedes-Benz,2019,6433,Automatic,29900
Mazda,2014,183366,Automatic,4999
Honda,2006,2079,CVT,1999
Mazda,2015,131907,Automatic,10945
Chevrolet,2018,9504,Automatic,24999
BMW,2018,14952,Automatic,25250
Pontiac,2007,47797,Other/Unknown,8950
Nissan,2015,4296,Automatic,19995
Lincoln,2019,17944,Automatic,36999
Nissan,2016,87691,CVT,9590
Acura,2009,148091,Automatic,9995
Lexus,2016,4605,Automatic,19700
Jaguar,2012,149637,Automatic,12995
Audi,2013,93036,Automatic,29995
Chrysler,2015,7586,Automatic,11997
Toyota,2018,17266,CVT,11497
Honda,2015,97343,CVT,11795
Buick,2017,8045,Automatic,18000
Chrysler,2019,78527,Automatic,18220
Kia,2020,48358,Automatic,35000
Lincoln,2007,125542,Automatic,15995
Porsche,2015,39593,Automatic,37888
Jeep,2016,56386,Automatic,8999
Ford,2011,249395,Automatic,3995
Jaguar,2008,74336,Automatic,10450
BMW,2011,69026,Automatic,11900
Chrysler,2006,136282,Automatic,5500
Chevrolet,2003,107819,Automatic,13950
Cadillac,2005,83502,Automatic,6495
Chevrolet,2008,247186,Automatic,3997
Ford,2017,29694,Manual,13900
Volkswagen,2013,87105,Automatic,8995
Hyundai,2014,91744,Automatic,17981
Volkswagen,2013,115539,Automatic,7995
Mazda,2018,29033,Automatic,12999
Ford,2019,30077,Automatic,48995
Mazda,2014,107227,Automatic,9991
Volvo,2019,21623,Automatic,34995
Jeep,2015,92894,Automatic,9995
Buick,2018,20362,Automatic,18900
Chrysler,2015,121436,Automatic,5900
INFINITI,2012,162763,Automatic,13995
Jeep,2019,53192,Automatic,17000
Cadillac,2019,371679,Automatic,25500
Volkswagen,2018,48952,Automatic,24995
Ford,2017,57412,Automatic,6999
Honda,2012,73615,Automatic,11990
Maserati,2004,106331,Automatic,11888
Lexus,2016,75514,Automatic,43999
Subaru,2003,251955,Manual,7900
Nissan,2007,221461,Automatic,6000
Subaru,2013,129388,Manual,11998
Mercury,2003,226069,Automatic,6899
Hyundai,2017,74014,Automatic,11900
Lexus,2017,10162,Automatic,29900
Ford,2019,3015,Automatic,19997
Audi,2018,3213,Automatic,25487
Chevrolet,2019,24045,CVT,15951
BMW,2016,28051,Automatic,67977
Nissan,2017,33525,Automatic,38590
Rolls-Royce,2006,31096,Automatic,60000
Audi,2016,62635,Automatic,20997
Hyundai,2013,49475,Automanual,8950
Dodge,2015,88497,Automatic,7995
Chevrolet,2002,254222,Automatic,3995
Kia,2015,112574,Automatic,8495
Volkswagen,2015,49363,Automatic,8999
Ford,2002,129132,Automatic,11995
Chevrolet,2018,24962,Automatic,10889
Chevrolet,2018,67802,Automatic,10969
Chrysler,2006,45543,Automatic,9899
Mercury,2009,166005,Automatic,2995
Lincoln,2006,17026,Automatic,6995
Lincoln,2003,173963,Automatic,4499
Ford,2019,1985,Automatic,17499
Mercedes-Benz,2016,73349,Automatic,49999
Hyundai,2016,31525,Automatic,9900
Nissan,2019,23989,CVT,10999
Buick,2017,34714,Automatic,20790
Toyota,2019,1609,Automatic,40999
Subaru,2014,168443,CVT,8277
Saturn,2008,2805,Automatic,11188
Lexus,2016,419,Automatic,48995
Hyundai,2015,122181,Automatic,13199
Chevrolet,2019,55642,CVT,12179
Ford,2019,31482,Automatic,15989
Subaru,2017,77369,Automatic,14989
Jeep,2017,57979,Automatic,43919
Buick,2018,20001,Automatic,23099
Jeep,2011,137621,Automatic,6599
Mercedes-Benz,2016,38119,Automatic,83995
Lexus,2011,8719,CVT,9991
Lexus,2015,40297,CVT,24995
Audi,2016,56154,Automatic,22800
Kia,2014,80111,Automatic,3995
Acura,2017,32016,Automatic,16995
