brand,years,mileage,transmission,price
Mazda,2004,66452,Manual,8500
Mitsubishi,2014,128088,CVT,7499
Nissan,2011,113322,CVT,9990
Dodge,2010,149061,Automatic,4995
Volvo,2018,4867,Automatic,23994
Hyundai,2018,4135,Automatic,12995
Ford,2013,88411,Automatic,22995
BMW,2019,15853,Automatic,67800
Bentley,2018,42806,Automatic,133800
Rolls-Royce,2015,28555,Automatic,142444
Aston,2011,35881,Automatic,59900
Honda,2012,176927,CVT,4499
MINI,2015,3395,Automatic,8900
Cadillac,2019,5678,Automatic,66000
Mazda,2019,17012,Automatic,20900
Mercedes-Benz,2019,619,Automatic,24900
Hyundai,2016,137076,Automatic,6995
Cadillac,2019,1153653,Automatic,25500
Buick,2015,39897,Automatic,8950
Lincoln,1997,87229,Automatic,5980
Ford,2002,117328,Automatic,19995
GMC,2014,78304,Automatic,33790
Bentley,2013,27758,Automatic,73992
Scion,2016,39742,Manual,15999
Porsche,1983,97626,Automatic,13995
Alfa,2018,22647,Automatic,25990
Cadillac,2017,30581,Automatic,39432
Mercury,2006,126625,Automatic,5000
Ford,2008,101867,CVT,7985
Chevrolet,2018,20788,Automatic,16995
Volkswagen,2014,54481,Automatic,12997
Audi,2017,41495,Automatic,30900
Hyundai,2013,124714,Automatic,14000
Hyundai,2017,21932,Automatic,11994
Chrysler,2018,4254,Automatic,18951
Chevrolet,2018,2568,Automatic,12579
Mazda,2018,28962,Automatic,10950
Volkswagen,2016,64265,Automatic,10500
BMW,2016,50373,Automatic,29312
Lincoln,2019,5762,Automatic,41995
Chevrolet,2018,19322,Automatic,15269
Hummer,2008,95848,Automatic,22491
Kia,2018,23142,Automatic,34943
Dodge,2018,41633,Automatic,14899
Mitsubishi,2012,171605,Automatic,3900
Chrysler,2009,188906,Automatic,5302
Honda,2018,48146,CVT,9999
Lamborghini,2019,19944,Automatic,218500
Saturn,2007,6376,Manual,7995
Subaru,2016,14201,CVT,12999
Audi,2017,61142,Automatic,13900
Volkswagen,2013,72037,Automatic,7995
Honda,2016,131339,CVT,12977
Honda,2019,315,Automatic,28795
Chevrolet,2019,51477,Automatic,33895
Subaru,2019,3498,Manual,29400
Acura,2018,26595,Automatic,20699
Nissan,2018,26848,CVT,17389
Chrysler,2006,158487,Automatic,5999
Cadillac,2008,6408,Automatic,21499
Volkswagen,2017,14315,Automatic,11990
Ferrari,2001,46479,Automatic,75888
GMC,2017,76994,Automatic,13499
MINI,2013,90104,Automatic,6999
INFINITI,2008,185748,Automatic,7998
Subaru,2017,118532,CVT,11500
Lexus,2018,13154,Automatic,68593
Hyundai,2016,120934,Automatic,18691
Porsche,2017,67313,Automatic,43880
Cadillac,2008,78524,Automatic,7000
Alfa,2017,43857,Automatic,35997
Cadillac,2009,122284,Automatic,6999
Hyundai,2016,6114,Automatic,15500
BMW,2017,29599,Automatic,29999
Nissan,2017,8552,Automatic,28999
Dodge,2013,83407,Automatic,2999
Mazda,2015,131907,Automatic,10945
Chevrolet,2016,565,Automatic,14900
Volkswagen,2019,10735,Automatic,24500
Nissan,2014,43303,CVT,9799
Cadillac,2008,106365,Automatic,7995
Hyundai,2014,88287,Automatic,7999
BMW,2015,6228,Automatic,25900
Lincoln,2002,318582,Automatic,6995
RAM,2018,74014,Automatic,18500
Chevrolet,2018,73599,Automatic,14590
Volvo,2017,43137,Automatic,26548
Chevrolet,2015,160036,Automatic,8995
MINI,2014,81092,Automatic,7995
Chevrolet,2014,95736,Automatic,6795
Lincoln,2007,160453,Automatic,11495
Kia,2015,96062,Automatic,19990
Lexus,2011,133888,CVT,10500
Mercedes-Benz,2002,190866,Automatic,27500
Nissan,2017,67779,CVT,14333
Bentley,2007,76744,Automatic,45895
Jeep,2016,9402,Automatic,12995
Hyundai,2016,75998,Automatic,8695
Mercedes-Benz,2020,5282,Automatic,37606
Toyota,2017,77166,Automatic,25995
Acura,2010,157935,Automatic,10900
Audi,2009,85296,Automatic,54999
Ferrari,2015,54212,Automatic,94995
Buick,2018,32254,Automatic,16750
Dodge,2015,97769,Automatic,4900
Toyota,2017,69882,Automatic,9590
Chevrolet,1984,25382,Automatic,13995
RAM,2014,158709,Automatic,14942
Ford,2014,79697,Automatic,5995
Chevrolet,2016,102229,Automatic,6995
INFINITI,2019,27578,CVT,25495
Acura,2012,121945,Automatic,18555
Ford,2017,100027,Manual,12995
Nissan,2015,88299,CVT,7995
Dodge,2016,136818,Automatic,5995
Honda,2014,40717,CVT,11900
Dodge,2005,149637,Automatic,5995
Dodge,2018,4417,Automatic,12900
Alfa,2018,57157,Automatic,27990
Nissan,2016,103151,Automatic,6995
Acura,2013,95694,Automatic,21985
Mercury,2003,101167,Automatic,14995
Audi,2018,26481,Automatic,47999
Buick,2010,7789,Automatic,10500
Lincoln,2019,1517,Automatic,39000
Volkswagen,2019,2782,Automatic,25936
FIAT,2017,109719,Automatic,15390
Honda,2018,6695,Automatic,24995
Dodge,2015,76119,Automatic,7995
Ford,2018,60624,Automatic,20478
Ferrari,2010,78664,Automatic,77890
Chevrolet,2017,42772,Automatic,14899
Honda,2018,30101,CVT,14299
Dodge,2017,98731,Automatic,11999
Honda,2015,89198,CVT,13900
Honda,2017,46941,CVT,11995
GMC,2019,12516,Automatic,21495
Acura,2017,32177,Automatic,12995
Lamborghini,2012,35881,Automatic,229995
INFINITI,2018,1101,Automatic,24988
Ford,2018,12701,Manual,16399
Ford,2018,24075,Automatic,11999
Audi,2018,50999,Automatic,36575
Lincoln,2017,31789,Automatic,17979
Cadillac,2017,466,Automatic,29289
Chrysler,2004,107972,Other/Unknown,7495
Buick,2019,2413,Automatic,13900
Nissan,2018,52695,CVT,14500
Nissan,2014,91444,CVT,5999
Nissan,2017,59165,CVT,13899
Toyota,2018,16769,CVT,17949
Hyundai,2013,15272,Automatic,4995
BMW,2015,36836,Automatic,12999
Buick,2014,156429,Automatic,14999
Honda,2016,40869,Automatic,15900
Kia,2017,77242,Automatic,14295
Buick,2018,10196,Automatic,21200
Buick,2017,2568,Automatic,20359
Porsche,1984,127526,Manual,12900
GMC,2017,59115,Automatic,16900
Lexus,2018,36738,Automatic,82985
Dodge,2013,109558,Manual,4565
Jaguar,2004,148725,Automatic,9995
Hummer,2007,245858,Automatic,8679
Hyundai,2012,161277,Automatic,11949
BMW,2020,4515,Automatic,67868
Buick,2008,198633,Automatic,6888
Maserati,2009,131732,Automatic,15988
Mazda,2016,4507,Automatic,14495
BMW,2013,143682,Other/Unknown,9465
Hyundai,2016,117637,Automatic,9991
Honda,2002,33923,Manual,16999
BMW,2013,130657,Automatic,9800
FIAT,2018,1126,Automatic,17993
Hummer,2007,236967,Automatic,21999
Dodge,2006,19614,Automatic,1999
Buick,2006,69634,Automatic,999
Chrysler,2013,112012,Automatic,5999
MINI,2019,12872,Automatic,29000
Ford,2012,148829,Automatic,7762
Hyundai,2016,67449,Automatic,13899
Kia,2020,395,Automatic,47500
Scion,2012,116936,Automatic,5995
Mercury,2003,122471,Automatic,15980
Ford,2003,20527,Automatic,9990
Dodge,2005,197896,Automatic,4977
Chevrolet,2007,179214,Automatic,9995
Honda,2008,308284,Automatic,2950
Suzuki,2012,138339,CVT,7995
Volkswagen,2004,290014,Automatic,4995
Rolls-Royce,2017,8621,Automatic,223000
Chevrolet,2004,31104,Automatic,22997
Ford,2017,25744,Automatic,12500
Nissan,2017,40803,CVT,10995
Volkswagen,2019,8206,Automatic,30000
Audi,2018,30426,Automatic,54995
Buick,2010,245915,Automatic,5500
Porsche,1987,154174,Manual,19000
Lexus,2002,196494,Automatic,3900
Lexus,2018,3888,Automatic,54005
Dodge,2015,114934,Automatic,6500
Maserati,2002,81578,Manual,15200
Toyota,2008,111856,Automatic,4889
Lincoln,2013,619,Automatic,15501
Mercedes-Benz,2019,4006,Automatic,66995
Toyota,2013,91029,Automatic,13900
Jeep,2017,37036,Automatic,16900
Ferrari,2007,13035,Automatic,99000
Toyota,2010,185159,Automatic,2999
Lamborghini,2017,10127,Automatic,179000
GMC,2003,260956,Automatic,1995
GMC,2003,154837,Automatic,5500
Nissan,2017,3218,CVT,15995
Chevrolet,2019,2176,Automatic,14950
smart,2013,114157,Automatic,5950
Bentley,2007,61296,Automatic,33991
Hummer,2005,141565,Automatic,21943
Ford,2015,53475,Automatic,8990
Cadillac,2005,83884,Automatic,15900
INFINITI,2010,11324,Automatic,21988
Hyundai,2012,14741,Automatic,12000
Audi,2014,1382,Automatic,19900
Mercedes-Benz,2018,13667,Automatic,50900
Ford,2005,181817,Automatic,3995
Ford,2019,97742,Automatic,14997
Dodge,2017,57012,Automatic,11995
INFINITI,2008,129973,Automatic,5995
Alfa,2016,62817,Automatic,38700
Hyundai,2018,19081,Automatic,12900
Chevrolet,2007,159846,Automatic,10900
Hyundai,2019,13765,Automatic,20989
Nissan,2017,41408,CVT,20999
Subaru,2016,8574,CVT,16599
Mercedes-Benz,2018,9815,Automatic,45998
Dodge,2007,126741,CVT,4870
Chrysler,2017,2698,Automatic,16995
Chevrolet,2012,196737,Automatic,16475
Kia,2020,15905,Automatic,34570
Subaru,2018,43638,CVT,15189
Nissan,2017,45372,CVT,19699
Honda,1994,303963,Manual,1988
Honda,2019,19063,Automatic,26799
INFINITI,2016,49742,Automatic,16899
GMC,2018,40661,Automatic,19289
Honda,2017,56066,Automatic,17500
GMC,2019,16135,Automatic,16500
Hyundai,2015,61758,Automatic,14490
Subaru,2019,24122,CVT,27000
Ford,2017,3491,Automatic,12595
Subaru,2013,13415,CVT,10995
Ford,2016,34835,Automatic,10900
Subaru,2019,15001,CVT,27476
Toyota,2014,169024,CVT,6995
Ford,2014,16123,Automatic,4995
GMC,2018,10644,Automatic,24200
Buick,2016,63293,Automatic,10379
Nissan,2019,24206,CVT,18999
Toyota,2017,49819,Automatic,24999
Jeep,2017,57979,Automatic,43919
Volvo,2017,70112,Automatic,21888
Kia,2018,44461,Automatic,30973
Lexus,2015,58334,Automatic,19459
Chevrolet,2019,20262,Automatic,27799
Lexus,2018,25199,Automatic,62888
Mercedes-Benz,2008,124746,Automatic,15981
RAM,2019,18708,Automatic,19991
Ford,2015,85818,Automatic,15991
Toyota,2014,100529,CVT,9198
Dodge,2014,46647,Automatic,24995
Subaru,2015,73919,Manual,17995
Nissan,2015,145503,CVT,4791
Chevrolet,2009,89172,Automatic,7900
Cadillac,2020,4034,Automatic,48591
Chevrolet,2015,74859,Automatic,9990
Cadillac,1976,54687,Automatic,49995
Chrysler,2008,136303,Automatic,3000
Volvo,2019,6362,Automatic,25498
Kia,2014,111777,Automatic,9800
Saturn,2007,126084,Automatic,1999
GMC,2004,222132,Automatic,1999
Nissan,2009,177029,CVT,1999
Chevrolet,2019,11775,Automatic,21499
Acura,2016,8023,Automatic,11999
BMW,2002,223543,Automatic,5499
Nissan,2018,42761,CVT,12500
Ford,2020,839898,Automatic,45999
Pontiac,1999,370924,Automatic,1600
Kia,2020,24528,Automatic,38000
Subaru,2019,44328,CVT,15950
Scion,2013,55554,Other/Unknown,17500
Saab,2007,232652,Automatic,3995
Jeep,2016,29195,Automatic,7990
Ford,2014,102416,Automatic,5995
Bentley,2018,26257,Automatic,142995
Jeep,2012,9524,CVT,4900
Lexus,2014,98886,Automatic,23999
Mercury,2005,8584,Automatic,6195
Hyundai,2010,37453,Automatic,3999
Toyota,2018,17266,CVT,11497
Volkswagen,2013,71467,Automatic,7986
Lexus,2016,45234,Automatic,21988
Hyundai,2003,117801,Manual,1995
Chevrolet,2017,57924,Automatic,12600
Hyundai,2014,106194,Automatic,8700
Chevrolet,2017,38616,Automatic,12000
Nissan,2014,50542,Automatic,16889
Honda,2005,106554,Manual,6000
FIAT,2016,13881,Automatic,17990
Chrysler,2005,190623,Automatic,6988
Ford,2005,136873,CVT,4323
Chevrolet,2019,22643,Automatic,29900
Jaguar,2017,3013,Automatic,29900
Volkswagen,2018,46339,Automatic,30998
Volkswagen,2012,163291,Automatic,7495
Kia,2014,37281,Automatic,12995
Subaru,2019,23921,CVT,25697
Toyota,2019,4907,CVT,33995
Dodge,2008,231495,Automatic,13995
Chevrolet,2004,138747,Automatic,5995
McLaren,2018,4368,Automatic,244888
GMC,2018,29242,Automatic,15500
Dodge,2010,1609,Automatic,990
Porsche,1984,84493,Manual,8985
Ford,2017,29528,CVT,16685
Bentley,2005,103945,Automatic,35880
BMW,2013,88538,Automatic,10400
Subaru,2015,53531,Manual,15499
Nissan,2015,99047,CVT,10999
Kia,2013,146816,Automatic,8995
Chevrolet,2012,231979,Automatic,3995
Toyota,2018,59449,CVT,15937
Cadillac,2016,42778,Automatic,34998
Ford,2019,8653,Automatic,31499
Honda,2019,6095,Manual,17995
Mazda,2012,13034,Manual,4950
INFINITI,2008,180657,Automatic,8995
Audi,2016,62635,Automatic,20997
Volkswagen,2017,51488,Automatic,23950
Dodge,2011,898,Automatic,15995
Ford,2005,20358,Automatic,14900
Lincoln,2019,31765,Automatic,39800
Ford,2019,9479,Manual,15495
Pontiac,2009,36754,Automatic,12630
Subaru,2017,123758,Manual,12995
Hyundai,2019,13508,Automatic,9995
Dodge,2013,93911,Automatic,14992
Ford,2016,57686,Automatic,18497
Lincoln,1997,198013,Automatic,3995
FIAT,2013,127064,Automatic,5887
BMW,2018,24788,Automatic,52527
Toyota,2016,71007,Automatic,23900
GMC,2018,43564,Automatic,20999
RAM,2015,132231,Automatic,19899
Dodge,2016,69649,Automatic,12990
Ferrari,2014,23741,Automatic,168500
Volvo,2016,31363,Automatic,34877
Toyota,2016,42437,Automatic,19900
Honda,2015,99715,CVT,8500
Buick,2019,20201,Automatic,29889
Subaru,2019,776,CVT,16500
Audi,2016,42832,Automatic,16000
Hyundai,2015,122181,Automatic,13199
Ford,2013,51488,Manual,15950
INFINITI,2016,61049,Automatic,24999
Acura,1994,248336,Automatic,2990
Subaru,2019,3377,CVT,31799
Audi,2017,43089,Automatic,69991
BMW,2016,38159,Automatic,18898
Volvo,2019,33158,Automatic,38998
Aston,2015,4328,Automatic,63990
BMW,2018,29414,Automatic,22800
Chrysler,2005,92678,Automatic,8900
Mercedes-Benz,2016,17699,Automatic,97950
Dodge,2007,181297,Automatic,6999
Mazda,2014,148533,Automatic,7977
Chrysler,2019,2418,Automatic,36234
Mercedes-Benz,2018,4444,Automatic,79999
Dodge,2006,185167,Automatic,999
Kia,2010,199288,Automatic,1999
Mazda,2006,255746,Automatic,1999
Lincoln,2016,122281,Automatic,14599
Ford,2016,9225,Automatic,9995
INFINITI,2014,12803,CVT,16750
Honda,2010,77771,Automatic,6500
Nissan,2018,60823,Automatic,28250
Nissan,2016,38434,CVT,14997
Lexus,2004,110207,Automatic,10997
Cadillac,2007,221817,Automatic,3352
Jaguar,2005,218509,Automatic,4995
Saturn,2008,34125,Automatic,6994
Mercedes-Benz,2008,163753,Automatic,16987
Hyundai,2013,5543,Automatic,7250
INFINITI,2018,3549,CVT,22995
Acura,2018,32548,Automatic,29800
BMW,2017,57863,Automatic,20700
Cadillac,2011,128269,Automatic,8992
Jaguar,2008,1391,Automatic,13442
Jaguar,2009,106786,Automatic,11500
Chevrolet,2008,247186,Automatic,3997
INFINITI,2010,194592,Automatic,15495
INFINITI,2019,4632,CVT,30999
Pontiac,1997,86516,Automatic,8995
Subaru,2003,142187,Automatic,8350
Mercedes-Benz,2015,86751,Automatic,12700
Ford,2014,78841,Automatic,8500
Volvo,2019,17699,Automatic,23900
BMW,2020,2016,Automatic,123795
Mercedes-Benz,2016,17117,Automatic,92800
Ford,2016,112599,Automatic,16995
Ford,2014,67449,Automatic,14999
Ford,2013,6255,Automatic,13795
Ford,2013,136274,Automatic,8700
Lincoln,2015,72994,Automatic,16995
Saturn,2009,85151,Automatic,10210
Cadillac,2005,9353,Automatic,6999
Scion,2014,100805,Manual,12645
Cadillac,1983,8538,Automatic,8975
Chevrolet,2015,4827,Other/Unknown,9900
Volkswagen,2018,2042,Automatic,34541
Land,2015,82921,Automatic,20880
Buick,2010,94656,Automatic,12441
Chrysler,2018,15726,Automatic,28235
Mitsubishi,2007,213688,Manual,4995
Ford,2014,64724,Automatic,12958
Chevrolet,2016,78841,Automatic,8950
Nissan,2016,50185,CVT,8725
Nissan,2014,51671,CVT,17874
Hyundai,2015,113777,Automatic,8999
Nissan,2019,8045,CVT,16950
Ford,2017,86886,Automatic,23950
Chrysler,2014,114239,Automatic,10950
Chrysler,2017,38888,Automatic,12495
Acura,2016,45277,Automatic,14495
Acura,2014,99707,Automatic,8000
Chrysler,2017,29197,Automatic,22995
Mercedes-Benz,2009,225274,Automatic,7489
Audi,2017,1409,Automatic,49675
Lincoln,2007,198301,Automatic,11999
Ford,2000,21423,Automatic,8337
Chevrolet,2018,67802,Automatic,10969
Nissan,2019,5496,CVT,13299
Ford,2014,76543,Automatic,11989
Chevrolet,2018,19776,Automatic,9999
Toyota,2014,60844,Automatic,8900
Toyota,2015,9934,Automatic,11900
Kia,2015,50001,Automatic,14990
GMC,2015,104876,Automatic,16491
Nissan,2018,19152,CVT,13789
Subaru,2019,399,CVT,17499
Kia,2018,16331,Manual,10199
Mazda,2013,92374,Automatic,11485
GMC,2018,37007,Automatic,12900
Honda,2019,7463,Automatic,24850
Dodge,2018,18524,Automatic,28919
Jeep,2007,160905,Automatic,5999
Ford,2015,182459,Automatic,8999
Genesis,2018,20772,Automatic,33904
Lamborghini,2019,18783,Automatic,217500
Nissan,1996,134463,Automatic,13888
Toyota,2019,11619,Automatic,14999
Ford,2012,131064,Automatic,8900
GMC,2013,86886,Automatic,8999
Nissan,2018,9511,CVT,14279
Kia,2019,73395,Automatic,13300
Honda,2017,81874,CVT,13995
Ford,2003,152401,Automatic,5994
INFINITI,2018,51155,Automatic,22498
INFINITI,2015,42914,Automatic,15995
Chevrolet,2007,209267,Automatic,5995
Bentley,2018,1176,Automatic,164999
BMW,2016,54931,Automatic,21798
Pontiac,2006,150781,Automatic,999
Cadillac,2005,7339,Automatic,1999
Subaru,2015,100907,Automatic,11995
BMW,2015,78077,Automatic,28998
Chevrolet,2019,785192,Automatic,32496
Nissan,2016,67956,CVT,9799
Ford,2019,6504,CVT,14674
Kia,2015,83357,Automatic,7995
Hyundai,2018,50156,Automatic,15900
Nissan,2017,53572,CVT,11999
Mercedes-Benz,2014,102212,Automatic,14299
Mercedes-Benz,2013,11067,Automatic,14985
Audi,2018,1601,Automatic,44788
Ford,2004,213609,Automatic,5950
Chevrolet,2016,66291,Automatic,8495
Mitsubishi,2017,87261,CVT,6550
Saturn,2005,91467,Automatic,5950
Bentley,2017,6758,Automatic,159900
Mercedes-Benz,2003,170324,Automatic,4190
Pontiac,2007,21783,Automatic,6785
Hummer,2008,87896,Automatic,14995
Buick,2006,131777,Automatic,2800
Jaguar,2011,205928,Automatic,9987
Audi,2007,12741,Manual,24995
Ford,2013,129901,Automatic,11995
Kia,2018,39848,Automatic,23998
Mercedes-Benz,2017,50828,Automatic,27990
Ford,1993,53025,Automatic,4366
Mercury,2004,12569,Automatic,4900
Nissan,2014,89299,CVT,8900
Jeep,2012,98471,Automatic,8995
Kia,2017,48095,Automatic,17881
Ford,2008,143269,Automatic,6795
Pontiac,2009,16467,Automatic,5499
Chevrolet,2004,289388,Automatic,2800
Dodge,2015,96579,Automatic,6900
Jeep,2016,107351,Automatic,12777
Cadillac,2016,66539,Manual,35995
Hyundai,2016,53581,Automatic,10777
Porsche,2008,75317,Manual,24990
Mercury,2011,52413,Automatic,12998
Nissan,2013,10641,CVT,8000
Acura,2011,17699,Automatic,5995
Acura,2010,185857,Automatic,13895
BMW,2010,12872,Automatic,8995
Cadillac,2019,5421,Automatic,34900
Honda,2018,56399,CVT,10900
Toyota,2011,141347,Automatic,9795
Mercury,2008,71121,Automatic,7942
Hyundai,2015,62326,Automatic,23695
Dodge,2014,120669,Automatic,6995
Mercedes-Benz,2018,32344,Automatic,32995
Lincoln,2017,30431,Automatic,17490
Chevrolet,2019,6027,Automatic,12490
Chevrolet,2017,61893,Automatic,12897
Mercedes-Benz,2016,23767,Automatic,76987
Nissan,2020,22526,CVT,12850
Kia,2004,174507,Automatic,2950
Chevrolet,2001,80284,Automatic,5999
smart,2015,3896,Automatic,8990
Mercury,2011,160562,Automatic,5995
Cadillac,2016,39372,Automatic,14981
Mitsubishi,2007,117592,Automatic,3497
Volvo,2013,84259,Automatic,4950
Volkswagen,2008,179445,Automatic,6995
Volkswagen,2016,109195,Automatic,10990
Chevrolet,2019,12574,Automatic,17990
Honda,2016,26592,CVT,10995
Honda,2019,5508,CVT,16799
Chevrolet,2018,12233,Automatic,21799
Nissan,2019,4166,CVT,24479
Chevrolet,2017,24898,Automatic,10990
Kia,2017,43523,Automatic,8999
Hyundai,2017,51506,Automatic,14075
Mercedes-Benz,2017,41408,Automatic,36499
Audi,2016,54706,Automatic,15000
Dodge,2018,65654,Automatic,15547
Toyota,2016,36161,CVT,15999
GMC,2012,160741,Automatic,10077
Cadillac,2017,62054,Automatic,37195
Cadillac,2016,51765,Automatic,40895
Acura,2019,4615,Automatic,25395
Subaru,2018,9734,CVT,15700
Buick,2010,133721,Automatic,11648
Ford,2014,69313,Automatic,12389
Dodge,2019,2325,Automatic,29499
Lexus,2015,45052,Automatic,19950
Hyundai,2017,34211,Automatic,10899
Chevrolet,2006,120352,Automatic,9999
Chrysler,2014,157169,Automatic,8981
Acura,2019,6273,Automatic,24899
Honda,2018,1198705,CVT,13359
Honda,2018,12346,Automatic,22769
Chevrolet,2018,12994,Automatic,14379
Honda,2017,32666,Automatic,26999
Honda,2016,36519,CVT,12991
Toyota,2007,140609,Automatic,18500
BMW,2017,61605,Automatic,24888
Lincoln,2019,19363,Automatic,33999
Chevrolet,2014,88495,Automatic,6500
Nissan,2015,80164,Automatic,5995
Cadillac,2016,70297,Automatic,18397
Mitsubishi,1996,136419,Manual,8900
Chrysler,2015,75404,Automatic,9995
Chevrolet,2016,49502,Automatic,30955
BMW,2015,65951,Automatic,12900
INFINITI,2019,22447,CVT,30900
Lexus,2015,95359,Automatic,26200
Dodge,2016,66053,Automatic,12800
Toyota,2014,101763,CVT,10500
Nissan,2016,134392,Manual,5495
Kia,2018,55433,Automatic,9995
Ford,2003,168816,Manual,3500
Mercedes-Benz,2017,103174,Automatic,38999
Toyota,2017,40457,CVT,28700
Cadillac,1995,1031,Automatic,6999
Pontiac,2007,132509,Automatic,2999
Hyundai,2016,79007,Automatic,26651
Buick,2010,90104,Automatic,8900
Toyota,2012,51831,Automatic,12990
Chrysler,2004,88358,Automatic,5987
Maserati,2017,21561,Automatic,29850
Chevrolet,2014,54418,Automatic,10999
Cadillac,2010,24815,Automatic,5495
Acura,2015,80024,Automatic,18999
Hyundai,2015,125304,Automatic,7799
Lincoln,2017,43564,Automatic,18495
Hyundai,2015,97698,Automatic,8495
Toyota,2019,21026,CVT,26995
Volkswagen,2018,33184,Automatic,22450
Chrysler,2007,19332,Manual,14488
MG,1971,137795,Manual,11488
Mitsubishi,2006,153217,Manual,25999
INFINITI,2006,219069,Automatic,2999
INFINITI,2012,220917,Automatic,13495
Honda,2004,238029,Automatic,3977
Mercedes-Benz,2010,12212,Automatic,10895
Land,2010,173035,Automatic,3700
Subaru,2004,133196,Automatic,8995
Scion,2013,6497,Manual,10990
Buick,2018,12064,Automatic,23993
Ford,2013,113378,Automatic,7995
Kia,2019,2496,Automatic,28894
Ford,2010,173362,Other/Unknown,24000
Ferrari,2015,12253,Automatic,144900
Dodge,2019,45794,Automatic,18599
Buick,1986,7195,Automatic,25995
Ford,2003,216285,Automatic,7855
Dodge,2012,142279,Automatic,4992
Alfa,2018,19931,Automatic,25395
Maserati,2017,25989,Automatic,41404
Cadillac,2018,13656,Automatic,46854
RAM,2019,3265,Automatic,24980
RAM,2018,64305,Automatic,20000
Dodge,2013,146269,Automatic,6500
Saab,2008,15128,Manual,5295
Subaru,2016,49223,CVT,16498
Volvo,2018,32631,Automatic,25969
Subaru,2019,27153,CVT,27799
Chrysler,2002,195677,Automatic,1981
Dodge,2007,251849,CVT,2498
Hyundai,2017,33116,Automatic,14998
Toyota,2017,273,CVT,11995
Nissan,2017,4047,CVT,8450
Dodge,2015,72749,Automatic,12275
Ford,2008,311465,Automatic,1850
Acura,2018,3783,Automatic,124991
Ford,2016,155787,Automatic,11500
Volkswagen,2009,130789,Automatic,6122
Subaru,2019,140,CVT,20899
Hyundai,2019,11726,Automatic,19199
Genesis,2019,13226,Automatic,31980
Toyota,2014,125006,Automatic,8500
Kia,2018,3022,Automatic,25250
GMC,2019,4187,Automatic,16999
Chevrolet,2019,7794,Automatic,11990
Chevrolet,2017,20085,Automatic,9500
Acura,2019,13586,Automatic,21990
Kia,2014,106735,Automatic,7490
Mazda,2016,64947,Automatic,10900
Chevrolet,2017,59293,Automatic,35000
Volkswagen,2015,55195,Automatic,13652
Volkswagen,2012,115478,Automatic,6995
GMC,2018,9255,Automatic,29000
Ford,2015,57659,Automatic,14479
Bentley,2006,62769,Automatic,43800
Audi,2015,62751,Automatic,22950
Maserati,2015,2967,Automatic,39998
Volvo,2019,18315,Automatic,39250
Cadillac,2016,83575,Automatic,16899
Honda,2009,91921,Automatic,7399
Chevrolet,2016,46918,Automatic,6599
Kia,2013,84801,Automatic,10999
Toyota,2014,77255,CVT,14603
Buick,2018,1963,Automatic,27299
Tesla,2018,12301,Automatic,37500
Honda,2007,314107,CVT,3988
Dodge,2018,7723,Automatic,14988
Lamborghini,2020,54706,Automatic,265500
BMW,2014,8918,Automatic,18891
Kia,2016,111066,Automatic,5995
GMC,2015,150137,Automatic,13800
Lexus,2003,89407,Automatic,7500
Dodge,2017,116377,Automatic,10900
Genesis,2019,9514,Automatic,38281
Toyota,2015,72733,CVT,9995
Mercedes-Benz,2016,65889,Automatic,77990
Lincoln,2019,843,Automatic,34450
INFINITI,2019,20053,CVT,27128
Ford,2019,11133,Automatic,14999
Hyundai,2015,66234,Automatic,8950
Subaru,2017,17059,CVT,14950
Cadillac,2015,24642,Automatic,21995
Chrysler,2005,155072,Automatic,3450
Volkswagen,2013,125502,Automatic,8300
Chrysler,2004,142984,Automatic,4981
Ford,2015,81861,Automatic,6995
Kia,2017,903,Automatic,17300
Chevrolet,2009,109235,Automatic,14991
Chevrolet,2005,327893,Automatic,1200
MG,1976,19594,Manual,7495
Ford,2015,114746,CVT,9995
Saab,1992,246183,Manual,7500
Volkswagen,2005,83625,Automatic,7497
Jaguar,2011,91003,Automatic,11495
Nissan,2014,99483,CVT,12200
Ford,2016,84225,Automatic,8999
Honda,2007,110321,Automatic,6999
Volkswagen,2015,67441,Automatic,10900
INFINITI,2019,9252,Automatic,29850
Scion,2012,185619,CVT,3495
Hyundai,2016,58428,Automatic,27981
Hummer,2003,79723,Automatic,83999
Land,2006,186089,Automatic,7555
Honda,2016,70436,Automatic,1500
Volkswagen,2008,89306,Automatic,14399
Nissan,2015,153952,CVT,5899
Dodge,2014,204538,Automatic,5899
Buick,2015,43355,Automatic,13995
BMW,2014,68545,Automatic,12995
Volkswagen,2018,14862,Automatic,20995
Volkswagen,2019,1456145,Manual,21495
Pontiac,2004,5646,Manual,14750
RAM,2015,89887,Automatic,11900
Lexus,2004,161019,Automatic,10990
Acura,2006,161841,Automatic,6495
Aston,2016,8227,Automatic,95998
Nissan,2019,40225,Automatic,26500
Jaguar,1988,87045,Automatic,7480
Subaru,2020,3263,CVT,19700
GMC,2014,127547,Automatic,9990
Jeep,2014,99056,Automatic,8990
Toyota,2016,7236,Automatic,34995
Cadillac,1988,105142,Automatic,5888
Hyundai,2018,21133,Automatic,15996
Cadillac,2016,56833,Automatic,32000
Buick,2018,17699,Automatic,21750
Kia,2017,52922,Automatic,10995
Ford,2017,18082,Manual,45999
Toyota,2013,162971,Other/Unknown,8495
Ford,2018,10153,Automatic,18587
